"pli0083","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Woche","2017","Realschule","Brandenburg","","","",""
"Min 1x pro Woche","2017","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2017","Realschule","Sachsen","","","",""
"Min 1x pro Woche","2017","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2017","Realschule","Thueringen","","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","Hamburg","","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","Niedersachsen","","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","Bremen","","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","Hessen","","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","Bayern","","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","Berlin","","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2017","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Woche","2017","AkademikerIn","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2017","AkademikerIn","Hamburg","","","",""
"Min 1x pro Woche","2017","AkademikerIn","Niedersachsen","","","",""
"Min 1x pro Woche","2017","AkademikerIn","Bremen","","","",""
"Min 1x pro Woche","2017","AkademikerIn","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","2017","AkademikerIn","Hessen","","","",""
"Min 1x pro Woche","2017","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2017","AkademikerIn","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","2017","AkademikerIn","Bayern","","","",""
"Min 1x pro Woche","2017","AkademikerIn","Saarland","","","",""
"Min 1x pro Woche","2017","AkademikerIn","Berlin","","","",""
"Min 1x pro Woche","2017","AkademikerIn","Brandenburg","","","",""
"Min 1x pro Woche","2017","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2017","AkademikerIn","Sachsen","","","",""
"Min 1x pro Woche","2017","AkademikerIn","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2017","AkademikerIn","Thueringen","","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Hamburg","","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Niedersachsen","","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Hessen","","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Bayern","","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Berlin","","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Monat","2017","Hauptschule","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2017","Hauptschule","Hamburg","","","",""
"Min 1x pro Monat","2017","Hauptschule","Niedersachsen","","","",""
"Min 1x pro Monat","2017","Hauptschule","Bremen","","","",""
"Min 1x pro Monat","2017","Hauptschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2017","Hauptschule","Hessen","","","",""
"Min 1x pro Monat","2017","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2017","Hauptschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2017","Hauptschule","Bayern","","","",""
"Min 1x pro Monat","2017","Hauptschule","Saarland","","","",""
"Min 1x pro Monat","2017","Hauptschule","Berlin","","","",""
"Min 1x pro Monat","2017","Hauptschule","Brandenburg","","","",""
"Min 1x pro Monat","2017","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2017","Hauptschule","Sachsen","","","",""
"Min 1x pro Monat","2017","Hauptschule","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2017","Hauptschule","Thueringen","","","",""
"Min 1x pro Monat","2017","Realschule","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2017","Realschule","Hamburg","","","",""
"Min 1x pro Monat","2017","Realschule","Niedersachsen","","","",""
"Min 1x pro Monat","2017","Realschule","Bremen","","","",""
"Min 1x pro Monat","2017","Realschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2017","Realschule","Hessen","","","",""
"Min 1x pro Monat","2017","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2017","Realschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2017","Realschule","Bayern","","","",""
"Min 1x pro Monat","2017","Realschule","Saarland","","","",""
"Min 1x pro Monat","2017","Realschule","Berlin","","","",""
"Min 1x pro Monat","2017","Realschule","Brandenburg","","","",""
"Min 1x pro Monat","2017","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2017","Realschule","Sachsen","","","",""
"Min 1x pro Monat","2017","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2017","Realschule","Thueringen","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","Hamburg","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","Niedersachsen","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","Bremen","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","Hessen","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","Bayern","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","Berlin","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Monat","2017","AkademikerIn","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2017","AkademikerIn","Hamburg","","","",""
"Min 1x pro Monat","2017","AkademikerIn","Niedersachsen","","","",""
"Min 1x pro Monat","2017","AkademikerIn","Bremen","","","",""
"Min 1x pro Monat","2017","AkademikerIn","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2017","AkademikerIn","Hessen","","","",""
"Min 1x pro Monat","2017","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2017","AkademikerIn","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2017","AkademikerIn","Bayern","","","",""
"Min 1x pro Monat","2017","AkademikerIn","Saarland","","","",""
"Min 1x pro Monat","2017","AkademikerIn","Berlin","","","",""
"Min 1x pro Monat","2017","AkademikerIn","Brandenburg","","","",""
"Min 1x pro Monat","2017","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2017","AkademikerIn","Sachsen","","","",""
"Min 1x pro Monat","2017","AkademikerIn","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2017","AkademikerIn","Thueringen","","","",""
"Seltener","2017","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Seltener","2017","(noch) kein Abschluss","Hamburg","","","",""
"Seltener","2017","(noch) kein Abschluss","Niedersachsen","","","",""
"Seltener","2017","(noch) kein Abschluss","Bremen","","","",""
"Seltener","2017","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Seltener","2017","(noch) kein Abschluss","Hessen","","","",""
"Seltener","2017","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2017","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Seltener","2017","(noch) kein Abschluss","Bayern","","","",""
"Seltener","2017","(noch) kein Abschluss","Saarland","","","",""
"Seltener","2017","(noch) kein Abschluss","Berlin","","","",""
"Seltener","2017","(noch) kein Abschluss","Brandenburg","","","",""
"Seltener","2017","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Seltener","2017","(noch) kein Abschluss","Sachsen","","","",""
"Seltener","2017","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Seltener","2017","(noch) kein Abschluss","Thueringen","","","",""
"Seltener","2017","Hauptschule","Schleswig-Holstein","","","",""
"Seltener","2017","Hauptschule","Hamburg","","","",""
"Seltener","2017","Hauptschule","Niedersachsen","","","",""
"Seltener","2017","Hauptschule","Bremen","","","",""
"Seltener","2017","Hauptschule","Nordrhein-Westfalen","","","",""
"Seltener","2017","Hauptschule","Hessen","","","",""
"Seltener","2017","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2017","Hauptschule","Baden-Wuerttemberg","","","",""
"Seltener","2017","Hauptschule","Bayern","","","",""
"Seltener","2017","Hauptschule","Saarland","","","",""
"Seltener","2017","Hauptschule","Berlin","","","",""
"Seltener","2017","Hauptschule","Brandenburg","","","",""
"Seltener","2017","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Seltener","2017","Hauptschule","Sachsen","","","",""
"Seltener","2017","Hauptschule","Sachsen-Anhalt","","","",""
"Seltener","2017","Hauptschule","Thueringen","","","",""
"Seltener","2017","Realschule","Schleswig-Holstein","","","",""
"Seltener","2017","Realschule","Hamburg","","","",""
"Seltener","2017","Realschule","Niedersachsen","","","",""
"Seltener","2017","Realschule","Bremen","","","",""
"Seltener","2017","Realschule","Nordrhein-Westfalen","","","",""
"Seltener","2017","Realschule","Hessen","","","",""
"Seltener","2017","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2017","Realschule","Baden-Wuerttemberg","","","",""
"Seltener","2017","Realschule","Bayern","","","",""
"Seltener","2017","Realschule","Saarland","","","",""
"Seltener","2017","Realschule","Berlin","","","",""
"Seltener","2017","Realschule","Brandenburg","","","",""
"Seltener","2017","Realschule","Mecklenburg-Vorpommern","","","",""
"Seltener","2017","Realschule","Sachsen","","","",""
"Seltener","2017","Realschule","Sachsen-Anhalt","","","",""
"Seltener","2017","Realschule","Thueringen","","","",""
"Seltener","2017","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Seltener","2017","(Fach-)Abitur","Hamburg","","","",""
"Seltener","2017","(Fach-)Abitur","Niedersachsen","","","",""
"Seltener","2017","(Fach-)Abitur","Bremen","","","",""
"Seltener","2017","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Seltener","2017","(Fach-)Abitur","Hessen","","","",""
"Seltener","2017","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2017","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Seltener","2017","(Fach-)Abitur","Bayern","","","",""
"Seltener","2017","(Fach-)Abitur","Saarland","","","",""
"Seltener","2017","(Fach-)Abitur","Berlin","","","",""
"Seltener","2017","(Fach-)Abitur","Brandenburg","","","",""
"Seltener","2017","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Seltener","2017","(Fach-)Abitur","Sachsen","","","",""
"Seltener","2017","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Seltener","2017","(Fach-)Abitur","Thueringen","","","",""
"Seltener","2017","AkademikerIn","Schleswig-Holstein","","","",""
"Seltener","2017","AkademikerIn","Hamburg","","","",""
"Seltener","2017","AkademikerIn","Niedersachsen","","","",""
"Seltener","2017","AkademikerIn","Bremen","","","",""
"Seltener","2017","AkademikerIn","Nordrhein-Westfalen","","","",""
"Seltener","2017","AkademikerIn","Hessen","","","",""
"Seltener","2017","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2017","AkademikerIn","Baden-Wuerttemberg","","","",""
"Seltener","2017","AkademikerIn","Bayern","","","",""
"Seltener","2017","AkademikerIn","Saarland","","","",""
"Seltener","2017","AkademikerIn","Berlin","","","",""
"Seltener","2017","AkademikerIn","Brandenburg","","","",""
"Seltener","2017","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Seltener","2017","AkademikerIn","Sachsen","","","",""
"Seltener","2017","AkademikerIn","Sachsen-Anhalt","","","",""
"Seltener","2017","AkademikerIn","Thueringen","","","",""
"Nie","2017","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nie","2017","(noch) kein Abschluss","Hamburg","","","",""
"Nie","2017","(noch) kein Abschluss","Niedersachsen","","","",""
"Nie","2017","(noch) kein Abschluss","Bremen","","","",""
"Nie","2017","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Nie","2017","(noch) kein Abschluss","Hessen","","","",""
"Nie","2017","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Nie","2017","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Nie","2017","(noch) kein Abschluss","Bayern","","","",""
"Nie","2017","(noch) kein Abschluss","Saarland","","","",""
"Nie","2017","(noch) kein Abschluss","Berlin","","","",""
"Nie","2017","(noch) kein Abschluss","Brandenburg","","","",""
"Nie","2017","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nie","2017","(noch) kein Abschluss","Sachsen","","","",""
"Nie","2017","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nie","2017","(noch) kein Abschluss","Thueringen","","","",""
"Nie","2017","Hauptschule","Schleswig-Holstein","","","",""
"Nie","2017","Hauptschule","Hamburg","","","",""
"Nie","2017","Hauptschule","Niedersachsen","","","",""
"Nie","2017","Hauptschule","Bremen","","","",""
"Nie","2017","Hauptschule","Nordrhein-Westfalen","","","",""
"Nie","2017","Hauptschule","Hessen","","","",""
"Nie","2017","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Nie","2017","Hauptschule","Baden-Wuerttemberg","","","",""
"Nie","2017","Hauptschule","Bayern","","","",""
"Nie","2017","Hauptschule","Saarland","","","",""
"Nie","2017","Hauptschule","Berlin","","","",""
"Nie","2017","Hauptschule","Brandenburg","","","",""
"Nie","2017","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nie","2017","Hauptschule","Sachsen","","","",""
"Nie","2017","Hauptschule","Sachsen-Anhalt","","","",""
"Nie","2017","Hauptschule","Thueringen","","","",""
"Nie","2017","Realschule","Schleswig-Holstein","","","",""
"Nie","2017","Realschule","Hamburg","","","",""
"Nie","2017","Realschule","Niedersachsen","","","",""
"Nie","2017","Realschule","Bremen","","","",""
"Nie","2017","Realschule","Nordrhein-Westfalen","","","",""
"Nie","2017","Realschule","Hessen","","","",""
"Nie","2017","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Nie","2017","Realschule","Baden-Wuerttemberg","","","",""
"Nie","2017","Realschule","Bayern","","","",""
"Nie","2017","Realschule","Saarland","","","",""
"Nie","2017","Realschule","Berlin","","","",""
"Nie","2017","Realschule","Brandenburg","","","",""
"Nie","2017","Realschule","Mecklenburg-Vorpommern","","","",""
"Nie","2017","Realschule","Sachsen","","","",""
"Nie","2017","Realschule","Sachsen-Anhalt","","","",""
"Nie","2017","Realschule","Thueringen","","","",""
"Nie","2017","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Nie","2017","(Fach-)Abitur","Hamburg","","","",""
"Nie","2017","(Fach-)Abitur","Niedersachsen","","","",""
"Nie","2017","(Fach-)Abitur","Bremen","","","",""
"Nie","2017","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Nie","2017","(Fach-)Abitur","Hessen","","","",""
"Nie","2017","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Nie","2017","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Nie","2017","(Fach-)Abitur","Bayern","","","",""
"Nie","2017","(Fach-)Abitur","Saarland","","","",""
"Nie","2017","(Fach-)Abitur","Berlin","","","",""
"Nie","2017","(Fach-)Abitur","Brandenburg","","","",""
"Nie","2017","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nie","2017","(Fach-)Abitur","Sachsen","","","",""
"Nie","2017","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nie","2017","(Fach-)Abitur","Thueringen","","","",""
"Nie","2017","AkademikerIn","Schleswig-Holstein","","","",""
"Nie","2017","AkademikerIn","Hamburg","","","",""
"Nie","2017","AkademikerIn","Niedersachsen","","","",""
"Nie","2017","AkademikerIn","Bremen","","","",""
"Nie","2017","AkademikerIn","Nordrhein-Westfalen","","","",""
"Nie","2017","AkademikerIn","Hessen","","","",""
"Nie","2017","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Nie","2017","AkademikerIn","Baden-Wuerttemberg","","","",""
"Nie","2017","AkademikerIn","Bayern","","","",""
"Nie","2017","AkademikerIn","Saarland","","","",""
"Nie","2017","AkademikerIn","Berlin","","","",""
"Nie","2017","AkademikerIn","Brandenburg","","","",""
"Nie","2017","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nie","2017","AkademikerIn","Sachsen","","","",""
"Nie","2017","AkademikerIn","Sachsen-Anhalt","","","",""
"Nie","2017","AkademikerIn","Thueringen","","","",""
"Taeglich","2018","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Taeglich","2018","(noch) kein Abschluss","Hamburg","","","",""
"Taeglich","2018","(noch) kein Abschluss","Niedersachsen","","","",""
"Taeglich","2018","(noch) kein Abschluss","Bremen","","","",""
"Taeglich","2018","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Taeglich","2018","(noch) kein Abschluss","Hessen","","","",""
"Taeglich","2018","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2018","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Taeglich","2018","(noch) kein Abschluss","Bayern","","","",""
"Taeglich","2018","(noch) kein Abschluss","Saarland","","","",""
"Taeglich","2018","(noch) kein Abschluss","Berlin","","","",""
"Taeglich","2018","(noch) kein Abschluss","Brandenburg","","","",""
"Taeglich","2018","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Taeglich","2018","(noch) kein Abschluss","Sachsen","","","",""
"Taeglich","2018","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
